"Date","Price","Open","High","Low","Vol.","Change %"
"04/15/2026","703.00","696.10","708.00","696.10","49.38K","0.40%"
"04/14/2026","700.20","704.00","709.00","700.20","103.27K","0.03%"
"04/13/2026","700.00","705.00","705.00","695.00","32.03K","-1.55%"
"04/10/2026","711.00","703.00","711.00","703.00","33.52K","1.12%"
"04/09/2026","703.10","708.00","709.00","703.00","69.11K","-0.41%"
"04/08/2026","706.00","700.00","710.00","700.00","117.05K","4.44%"
"04/07/2026","676.00","680.00","690.00","675.00","60.69K","-0.59%"
"04/06/2026","680.00","692.00","692.90","680.00","114.29K","-0.18%"
"04/03/2026","681.20","689.90","694.00","681.20","123.95K","-1.28%"
"04/02/2026","690.00","690.00","690.00","688.00","77.05K","-0.27%"
"04/01/2026","691.90","690.00","700.00","685.00","108.09K","1.02%"
"03/31/2026","684.90","685.00","685.50","682.00","20.93K","-0.41%"
"03/30/2026","687.70","680.00","693.80","680.00","6.40K","1.10%"
"03/27/2026","680.20","690.70","700.00","680.20","62.96K","-1.99%"
"03/26/2026","694.00","695.10","700.00","694.00","35.21K","-1.39%"
"03/25/2026","703.80","692.10","705.00","692.10","444.07K","2.00%"
"03/24/2026","690.00","710.00","710.00","690.00","220.94K","-0.29%"
"03/19/2026","692.00","700.00","700.00","690.00","72.40K","-3.20%"
"03/18/2026","714.90","700.00","714.90","697.00","50.94K","3.31%"
"03/17/2026","692.00","698.00","699.00","691.50","54.12K","0.10%"
"03/16/2026","691.30","700.00","700.00","685.10","27.34K","1.66%"
"03/13/2026","680.00","697.90","700.00","680.00","172.78K","-3.00%"
"03/12/2026","701.00","708.00","708.00","700.20","30.42K","-0.89%"
"03/11/2026","707.30","704.80","707.30","701.00","37.48K","1.77%"
"03/10/2026","695.00","700.00","708.00","695.00","163.43K","4.06%"
"03/09/2026","667.90","681.00","690.00","667.90","48.50K","-4.74%"
"03/06/2026","701.10","720.00","724.90","701.10","121.73K","-0.97%"
"03/05/2026","708.00","707.00","708.00","700.00","111.54K","3.36%"
"03/04/2026","685.00","710.00","720.00","685.00","187.97K","0.74%"
"03/03/2026","680.00","703.00","710.00","671.00","279.09K","-4.21%"
"03/02/2026","709.90","715.00","719.00","700.00","181.54K","-2.22%"
"02/27/2026","726.00","739.00","745.00","726.00","121.93K","-1.76%"
"02/26/2026","739.00","746.20","749.00","732.00","26.96K","-1.34%"
"02/25/2026","749.00","754.00","754.00","746.30","18.76K","-0.65%"
"02/24/2026","753.90","751.00","755.00","751.00","20.48K","-0.15%"
"02/23/2026","755.00","751.00","755.00","751.00","7.34K","-0.66%"
"02/20/2026","760.00","755.00","760.00","750.30","97.47K","0.00%"
"02/19/2026","760.00","750.20","760.00","750.20","143.83K","0.62%"
"02/18/2026","755.30","750.00","760.00","750.00","27.87K","0.04%"
"02/17/2026","755.00","750.00","755.00","745.20","53.62K","0.00%"
"02/16/2026","755.00","740.30","755.00","740.30","72.01K","0.67%"
"02/13/2026","750.00","740.50","755.00","740.30","112.96K","0.00%"
"02/12/2026","750.00","730.00","750.00","730.00","56.93K","2.74%"
"02/11/2026","730.00","721.00","733.00","721.00","15.19K","0.41%"
"02/10/2026","727.00","723.00","729.00","720.00","27.03K","0.00%"
"02/09/2026","727.00","725.00","731.00","720.00","3.79K","-0.55%"
"02/06/2026","731.00","723.10","731.00","715.10","169.92K","0.98%"
"02/05/2026","723.90","723.50","728.00","721.00","58.62K","-0.65%"
"02/04/2026","728.60","726.00","730.00","725.00","56.26K","0.08%"
"02/03/2026","728.00","724.10","734.00","724.00","51.27K","-0.82%"
"02/02/2026","734.00","729.50","735.00","725.00","94.69K","-0.14%"
"01/30/2026","735.00","739.00","739.00","730.10","22.80K","-0.66%"
"01/29/2026","739.90","742.00","745.00","735.60","30.02K","-0.01%"
"01/28/2026","740.00","732.10","745.00","732.10","31.43K","0.00%"
"01/27/2026","740.00","720.00","740.00","720.00","127.71K","2.76%"
"01/26/2026","720.10","724.00","729.50","718.00","48.50K","-0.73%"
"01/23/2026","725.40","731.90","731.90","725.00","56.13K","-0.63%"
"01/22/2026","730.00","721.10","735.00","721.10","34.90K","1.25%"
"01/21/2026","721.00","726.00","730.00","720.00","23.73K","-1.77%"
"01/20/2026","734.00","735.00","739.90","725.00","53.52K","-0.14%"
"01/19/2026","735.00","735.10","745.00","735.00","26.89K","-1.87%"
"01/16/2026","749.00","736.00","749.80","736.00","105.36K","0.94%"
"01/15/2026","742.00","741.00","750.00","739.10","36.59K","-0.92%"
"01/13/2026","748.90","753.00","753.00","745.00","19.46K","-0.41%"
"01/12/2026","752.00","750.00","760.00","750.00","53.10K","-1.64%"
"01/09/2026","764.50","752.20","764.90","752.20","132.71K","1.24%"
"01/08/2026","755.10","750.10","759.80","750.00","86.20K","-0.01%"
"01/07/2026","755.20","759.90","772.00","755.00","93.02K","-0.24%"
"01/06/2026","757.00","750.00","762.00","750.00","80.93K","1.07%"
"01/05/2026","749.00","730.50","750.00","730.50","146.35K","0.55%"
"01/02/2026","744.90","728.00","744.90","720.00","127.25K","2.03%"
"12/31/2025","730.10","723.10","732.00","723.10","77.09K","0.15%"
"12/30/2025","729.00","713.20","729.00","711.50","545.79K","1.53%"
"12/29/2025","718.00","752.00","752.00","670.00","94.04K","-0.28%"
"12/26/2025","720.00","740.00","750.00","720.00","278.54K","-2.83%"
"12/25/2025","741.00","742.50","755.00","741.00","71.46K","-1.20%"
"12/24/2025","750.00","751.00","755.00","750.00","36.44K","-0.53%"
"12/23/2025","754.00","750.00","759.00","745.00","3.38K","-0.79%"
"12/22/2025","760.00","763.90","764.10","755.00","19.14K","-0.52%"
"12/19/2025","764.00","750.00","764.00","742.10","160.69K","2.50%"
"12/18/2025","745.40","738.00","745.40","738.00","14.04K","1.00%"
"12/17/2025","738.00","727.00","739.90","727.00","44.24K","1.65%"
"12/16/2025","726.00","726.00","730.90","726.00","33.41K","0.07%"
"12/15/2025","725.50","724.00","731.00","724.00","26.66K","0.76%"
"12/12/2025","720.00","717.50","724.00","717.50","37.28K","-0.54%"
"12/11/2025","723.90","720.00","723.90","720.00","9.23K","0.56%"
"12/10/2025","719.90","723.00","723.00","715.00","5.92K","-0.01%"
"12/09/2025","720.00","720.10","723.00","720.00","12.31K","0.01%"
"12/08/2025","719.90","730.00","730.00","719.90","20.22K","-0.70%"
"12/05/2025","725.00","716.10","725.00","716.10","57.82K","0.90%"
"12/04/2025","718.50","720.00","724.90","717.50","6.50K","-0.24%"
"12/03/2025","720.20","717.00","725.00","717.00","44.05K","0.00%"
"12/02/2025","720.20","720.10","725.00","715.50","28.84K","0.03%"
"12/01/2025","720.00","720.10","735.00","720.00","16.41K","-1.57%"
"11/28/2025","731.50","728.10","734.00","728.10","26.67K","-0.34%"
"11/27/2025","734.00","725.00","735.00","725.00","29.81K","0.55%"
"11/26/2025","730.00","725.00","730.00","725.00","43.49K","0.69%"
"11/25/2025","725.00","729.90","730.00","725.00","36.99K","0.69%"
"11/24/2025","720.00","715.00","728.00","702.50","31.68K","0.98%"
"11/21/2025","713.00","714.00","715.00","712.00","75.67K","0.28%"
"11/20/2025","711.00","720.00","720.00","710.00","153.83K","-1.24%"
"11/19/2025","719.90","730.00","730.00","719.10","10.30K","-1.22%"
"11/17/2025","728.80","749.90","749.90","728.80","24.16K","-0.98%"
"11/14/2025","736.00","741.00","744.00","734.10","38.34K","-0.80%"
"11/13/2025","741.90","745.00","745.00","731.10","13.56K","1.49%"
"11/12/2025","731.00","735.00","757.90","731.00","30.21K","0.00%"
"11/11/2025","731.00","747.70","759.90","731.00","39.98K","-1.88%"
"11/10/2025","745.00","760.00","765.00","745.00","34.77K","-2.74%"
"11/07/2025","766.00","760.00","780.00","760.00","37.78K","-0.13%"
"11/05/2025","767.00","770.00","777.00","767.00","11.56K","-0.39%"
"11/04/2025","770.00","780.00","780.00","770.00","18.87K","-1.28%"
"11/03/2025","780.00","790.00","804.00","780.00","97.11K","0.39%"
"10/31/2025","777.00","768.00","784.80","768.00","47.69K","0.00%"
"10/30/2025","777.00","772.00","778.00","772.00","41.31K","0.00%"
"10/29/2025","777.00","775.10","777.00","772.10","90.29K","0.00%"
"10/28/2025","777.00","779.90","779.90","773.00","32.01K","0.52%"
"10/27/2025","773.00","775.00","776.10","773.00","2.40K","-0.88%"
"10/24/2025","779.90","772.00","780.00","772.00","31.30K","-0.01%"
"10/23/2025","780.00","775.00","785.00","768.00","65.31K","0.00%"
"10/22/2025","780.00","770.00","784.90","770.00","86.34K","1.52%"
"10/21/2025","768.30","748.00","768.30","745.30","81.01K","3.27%"
"10/20/2025","744.00","742.00","744.00","730.00","59.41K","2.20%"
"10/17/2025","728.00","730.00","736.00","720.00","64.34K","-0.27%"
"10/16/2025","730.00","735.00","739.00","715.00","65.88K","2.10%"
"10/15/2025","715.00","730.00","743.00","710.00","69.21K","-2.05%"
"10/14/2025","730.00","739.80","739.80","720.00","68.63K","-1.32%"
"10/13/2025","739.80","728.10","749.00","728.10","12.65K","1.34%"
"10/10/2025","730.00","731.00","735.00","725.00","110.29K","0.00%"
"10/09/2025","730.00","741.10","755.00","730.00","46.99K","-2.14%"
"10/08/2025","746.00","756.00","757.90","746.00","27.13K","-0.67%"
"10/07/2025","751.00","756.00","760.00","750.40","36.18K","-0.66%"
"10/06/2025","756.00","764.90","764.90","756.00","15.78K","2.16%"
"10/03/2025","740.00","731.00","751.00","731.00","110.97K","2.08%"
"10/02/2025","724.90","706.10","742.90","690.00","212.41K","-0.01%"
"10/01/2025","725.00","735.10","740.00","711.00","149.62K","-2.68%"
"09/30/2025","745.00","751.00","751.00","725.00","108.86K","-0.80%"
"09/29/2025","751.00","762.50","765.00","751.00","93.04K","-1.48%"
"09/26/2025","762.30","765.00","767.80","760.10","134.59K","-0.35%"
"09/25/2025","765.00","770.00","770.00","763.00","74.74K","-0.66%"
"09/24/2025","770.10","775.30","785.00","767.20","50.34K","-0.65%"
"09/23/2025","775.10","784.10","788.00","775.10","11.16K","-1.57%"
"09/22/2025","787.50","785.00","790.00","780.00","184.05K","1.22%"
"09/19/2025","778.00","778.90","779.00","773.50","92.62K","0.13%"
"09/18/2025","777.00","775.80","779.00","774.50","93.37K","0.23%"
"09/17/2025","775.20","771.00","776.00","771.00","130.02K","0.41%"
"09/16/2025","772.00","773.00","774.00","770.70","23.57K","0.27%"
"09/15/2025","769.90","774.90","779.90","769.90","18.63K","-0.27%"
"09/12/2025","772.00","778.80","778.80","771.00","57.44K","-0.64%"
"09/11/2025","777.00","778.90","778.90","773.00","91.16K","0.27%"
"09/10/2025","774.90","779.00","779.00","760.00","16.31K","2.23%"
"09/09/2025","758.00","778.00","784.00","758.00","52.89K","-2.82%"
"09/08/2025","780.00","780.00","783.00","780.00","87.79K","0.00%"
"09/04/2025","780.00","777.10","785.00","777.10","12.34K","0.26%"
"09/03/2025","778.00","777.10","780.00","776.00","13.85K","0.12%"
"09/02/2025","777.10","777.10","782.00","775.00","18.83K","-0.38%"
"09/01/2025","780.10","780.00","783.00","778.00","23.20K","-0.12%"
"08/29/2025","781.00","787.90","787.90","781.00","161.41K","0.00%"
"08/28/2025","781.00","777.00","787.00","777.00","40.44K","-0.70%"
"08/27/2025","786.50","785.00","786.50","775.30","31.23K","0.83%"
"08/26/2025","780.00","780.00","787.80","771.00","47.55K","-0.38%"
"08/25/2025","783.00","789.00","789.80","765.00","51.79K","-0.87%"
"08/22/2025","789.90","759.90","789.90","755.00","54.48K","4.62%"
"08/19/2025","755.00","755.20","760.00","755.00","17.78K","0.00%"
"08/18/2025","755.00","755.00","768.00","755.00","17.76K","-0.66%"
"08/15/2025","760.00","765.00","768.00","760.00","20.48K","-0.65%"
"08/13/2025","765.00","760.00","769.00","754.00","45.58K","-0.39%"
"08/12/2025","768.00","770.00","770.00","767.00","14.16K","-0.12%"
"08/11/2025","768.90","777.90","777.90","768.90","14.50K","0.13%"
"08/08/2025","767.90","779.90","790.00","767.90","81.76K","-0.23%"
"08/07/2025","769.70","767.00","775.00","760.00","35.70K","0.23%"
"08/06/2025","767.90","752.00","767.90","750.00","133.56K","1.98%"
"08/05/2025","753.00","747.50","754.00","747.50","49.94K","0.40%"
"08/04/2025","750.00","750.00","750.00","743.00","28.91K","0.00%"
"08/01/2025","750.00","765.00","765.00","750.00","23.32K","0.00%"
"07/31/2025","750.00","736.00","755.00","736.00","78.62K","1.35%"
"07/29/2025","740.00","725.10","740.00","725.10","100.08K","1.93%"
"07/28/2025","726.00","730.00","733.90","722.00","33.35K","-1.22%"
"07/25/2025","735.00","733.50","740.00","721.00","83.61K","0.68%"
"07/24/2025","730.00","710.00","730.00","707.00","61.26K","2.82%"
"07/23/2025","710.00","707.00","710.00","707.00","26.51K","-0.13%"
"07/22/2025","710.90","710.50","717.00","710.00","63.46K","-0.99%"
"07/21/2025","718.00","724.90","724.90","705.00","5.10K","-0.97%"
"07/18/2025","725.00","691.20","725.00","690.20","87.77K","3.57%"
"07/17/2025","700.00","700.00","700.00","688.00","34.77K","0.00%"
"07/16/2025","700.00","699.90","700.00","695.00","5.63K","0.03%"
"07/15/2025","699.80","695.30","700.00","695.10","26.40K","-0.03%"
"07/14/2025","700.00","697.80","700.00","696.60","23.55K","-0.13%"
"07/11/2025","700.90","696.90","700.90","696.30","59.90K","0.13%"
"07/10/2025","700.00","697.50","700.00","697.00","66.43K","0.03%"
"07/09/2025","699.80","700.00","701.00","695.30","29.34K","-0.03%"
"07/08/2025","700.00","700.00","700.50","695.10","54.77K","0.00%"
"07/07/2025","700.00","683.10","700.00","683.10","110.00K","1.01%"
"07/04/2025","693.00","680.00","693.00","680.00","29.85K","0.43%"
"07/03/2025","690.00","682.00","690.00","682.00","27.53K","1.17%"
"07/02/2025","682.00","678.00","684.00","675.00","4.18K","0.00%"
"07/01/2025","682.00","685.00","685.00","678.00","5.88K","0.29%"
"06/30/2025","680.00","680.00","690.00","680.00","78.07K","-1.88%"
"06/26/2025","693.00","685.00","693.00","681.10","350.29K","1.14%"
"06/25/2025","685.20","675.00","686.00","675.00","28.59K","0.76%"
"06/24/2025","680.00","670.00","681.00","670.00","57.45K","3.03%"
"06/23/2025","660.00","660.00","670.00","659.90","44.79K","-0.75%"
"06/20/2025","665.00","661.00","680.00","661.00","83.72K","1.06%"
"06/19/2025","658.00","663.00","665.00","656.10","106.60K","-0.75%"
"06/18/2025","663.00","670.00","670.60","663.00","38.58K","-1.27%"
"06/17/2025","671.50","675.30","676.00","671.10","58.65K","-0.68%"
"06/16/2025","676.10","677.00","680.00","671.00","12.40K","-1.44%"
"06/13/2025","686.00","671.00","686.00","671.00","52.99K","0.26%"
"06/12/2025","684.20","680.00","685.00","680.00","67.18K","0.25%"
"06/11/2025","682.50","687.00","689.00","680.00","43.83K","0.37%"
"06/10/2025","680.00","673.00","693.00","672.20","28.06K","1.25%"
"06/06/2025","671.60","685.00","689.00","671.60","45.27K","-1.74%"
"06/05/2025","683.50","683.00","695.00","683.00","9.62K","0.22%"
"06/04/2025","682.00","675.00","690.00","675.00","80.13K","1.04%"
"06/03/2025","675.00","672.00","676.00","670.00","87.26K","0.75%"
"06/02/2025","670.00","670.00","672.00","662.10","2.61K","0.90%"
"05/30/2025","664.00","663.00","670.00","662.00","265.79K","0.18%"
"05/29/2025","662.80","673.00","673.00","662.80","32.42K","-1.52%"
"05/28/2025","673.00","670.60","680.00","670.60","10.64K","-0.88%"
"05/27/2025","679.00","685.00","685.00","670.00","3.56K","-1.68%"
"05/26/2025","690.60","695.00","698.00","690.60","13.03K","-0.62%"
"05/23/2025","694.90","699.00","699.00","694.10","63.62K","0.27%"
"05/22/2025","693.00","685.00","701.00","685.00","31.97K","1.17%"
"05/21/2025","685.00","680.00","688.00","673.10","25.45K","0.74%"
"05/20/2025","680.00","667.10","680.00","667.10","40.59K","1.19%"
"05/19/2025","672.00","667.20","674.00","667.20","24.50K","0.73%"
"05/16/2025","667.10","673.00","676.00","667.10","109.24K","-1.17%"
"05/15/2025","675.00","676.50","677.00","675.00","55.98K","-0.15%"
"05/14/2025","676.00","670.60","676.90","670.60","110.82K","0.16%"
"05/13/2025","674.90","670.40","676.90","670.40","28.67K","-0.01%"
"05/12/2025","675.00","665.10","675.00","665.10","151.87K","1.35%"
"05/09/2025","666.00","665.50","670.00","665.50","21.64K","-0.60%"
"05/08/2025","670.00","663.00","671.00","663.00","74.78K","0.74%"
"05/07/2025","665.10","660.30","666.00","660.30","50.57K","0.32%"
"05/06/2025","663.00","663.00","665.00","660.30","20.81K","0.00%"
"05/05/2025","663.00","660.30","665.00","660.30","3.89K","0.00%"
"05/02/2025","663.00","660.00","663.00","659.10","24.77K","0.45%"
"04/30/2025","660.00","664.00","664.00","659.00","110.04K","0.15%"
"04/29/2025","659.00","661.10","665.00","659.00","12.57K","-0.90%"
"04/28/2025","665.00","661.00","666.00","661.00","18.51K","0.30%"
"04/25/2025","663.00","662.90","665.00","660.00","43.55K","0.02%"
"04/24/2025","662.90","660.00","667.00","660.00","25.48K","0.44%"
"04/23/2025","660.00","665.00","670.00","660.00","28.37K","-0.75%"
"04/22/2025","665.00","665.10","671.00","665.00","57.05K","-1.19%"
"04/21/2025","673.00","665.00","673.00","662.10","26.77K","0.45%"
"04/18/2025","670.00","661.00","670.00","661.00","82.41K","0.90%"
"04/17/2025","664.00","663.00","669.90","660.10","24.41K","-0.15%"
"04/16/2025","665.00","670.00","670.00","660.60","71.25K","0.15%"
"04/15/2025","664.00","648.00","664.80","641.30","43.58K","2.47%"
"04/14/2025","648.00","636.10","648.00","636.10","33.59K","2.84%"